Specialite;nbrDem1;nbrDem2
6541;Mali;Kulhudhuffushi
6542;Mali;Thinadhoo
6543;Mali;Naifaru
6544;Mali;Dhidhdhoo
6545;Mali;Eydhafushi
6546;Mali;Mahibadhoo
6547;Mali;Midu
6548;Mali;Manadhoo
6549;Mali;Kudahuvadhoo
6550;Mali;Ugoofaaru
6551;Mali;Funadhoo
6552;Mali;Muli
6553;Mali;Hithadhoo
6554;Mali;Felidhoo
6555;Mali;Magoodhoo
6556;Mali;Nolhivaranfaru
6557;Malta;Bamako
6558;Malta;Sikasso
6559;Malta;Mopti
6560;Malta;Koutiala
6561;Malta;Kayes Ndi
6562;Malta;Segou
6563;Malta;Gao
6564;Malta;Markala
6565;Malta;Kolokani
6566;Malta;Kati
6567;Malta;Bougouni
6568;Malta;Tombouctou
6569;Malta;Banamba
6570;Malta;Bafoulabe
6571;Malta;San
6572;Malta;Koulikoro
6573;Malta;Djenne
6574;Malta;Yorosso
6575;Malta;Kangaba
6576;Malta;Kidal
6577;Malta;Dire
6578;Malta;Kolondieba
6579;Malta;Ke Massina
6580;Malta;Menaka
6581;Malta;Goundam
6582;Malta;Douentza
6583;Malta;Tenenkou
6584;Malta;Niafounke
6585;Malta;Bandiagara
6586;Malta;Kemparana
6587;Malta;Kita
6588;Malta;Sokolo
6589;Malta;Araouane
6590;Malta;Taoudenni
6591;Malta;Ansongo
6592;Marshall Islands;Majuro
6593;Marshall Islands;Jabor
6594;Marshall Islands;Ine
6595;Mauritania;Nouakchott
6596;Mauritania;Nouadhibou
6597;Mauritania;Barkewol
6598;Mauritius;Port Louis
6599;Mauritius;Vacoas
6600;Mauritius;Curepipe
6601;Mauritius;Quatre Bornes
6602;Mauritius;Triolet
6603;Mauritius;Goodlands
6604;Mauritius;Centre de Flacq
6605;Mauritius;Bel Air
6606;Mauritius;Mahebourg
6607;Mauritius;Saint Pierre
6608;Mauritius;Le Hochet
6609;Mauritius;Rose Belle
6610;Mauritius;Chemin Grenier
6611;Mauritius;Riviere du Rempart
6612;Mauritius;Grand Baie
6613;Mauritius;Plaine Magnien
6614;Mauritius;Pailles
6615;Mauritius;Surinam
6616;Mauritius;Lalmatie
6617;Mauritius;New Grove
6618;Mauritius;Riviere des Anguilles
6619;Mauritius;Terre Rouge
6620;Mauritius;Petit Raffray
6621;Mauritius;Moka
6622;Mauritius;Pamplemousses
6623;Mauritius;Montagne Blanche
6624;Mauritius;Grand Bois
6625;Mauritius;Long Mountain
6626;Mauritius;Plaine des Papayes
6627;Mauritius;Grande Pointe aux Piments
6628;Mauritius;Brisee Verdiere
6629;Mauritius;Nouvelle France
6630;Mauritius;Grand Gaube
6631;Mauritius;Poste de Flacq
6632;Mauritius;Beau Vallon
6633;Mauritius;La Dagotiere
6634;Mauritius;Bon Accueil
6635;Mauritius;Quartier Militaire
6636;Mauritius;Laventure
6637;Mauritius;Morcellemont Saint Andre
6638;Mauritius;Ecroignard
6639;Mauritius;Piton
6640;Mauritius;Fond du Sac
6641;Mauritius;Sebastopol
6642;Mauritius;Roches Noire
6643;Mauritius;Quatre Cocos
6644;Mauritius;Petite Riviere
6645;Mauritius;Camp Diable
6646;Mauritius;Chamouny
6647;Mauritius;Cap Malheureux
6648;Mauritius;Calebasses
6649;Mauritius;Midlands
6650;Mauritius;Camp Ithier
6651;Mauritius;Souillac
6652;Mauritius;Plaines des Roches
6653;Mauritius;Saint Hubert
6654;Mauritius;Olivia
6655;Mauritius;Notre Dame
6656;Mauritius;Tamarin
6657;Mauritius;The Vale
6658;Mauritius;Cottage
6659;Mauritius;Quatre Soeurs
6660;Mauritius;Gros Cailloux
6661;Mauritius;Albion
6662;Mauritius;Roche Terre
6663;Mauritius;Saint Julien
6664;Mauritius;Providence
6665;Mauritius;Creve Coeur
6666;Mauritius;Queen Victoria
6667;Mauritius;Amaury
6668;Mauritius;Dubreuil
6669;Mauritius;Camp de Masque
6670;Mauritius;Cascavelle
6671;Mauritius;Arsenal
6672;Mauritius;Grande Riviere Sud Est
6673;Mauritius;Grande Riviere Noire
6674;Mauritius;Esperance Trebuchet
6675;Mauritius;Camp Thorel
6676;Mauritius;Verdun
6677;Mauritius;Grand Sable
6678;Mauritius;Mare La Chaux
6679;Mauritius;Flic en Flac
6680;Mauritius;Melrose
6681;Mauritius;Bois des Amourettes
6682;Mauritius;Congomah
6683;Mauritius;Clemencia
6684;Mauritius;Saint Aubin
6685;Mauritius;Cluny
6686;Mauritius;Bambous Virieux
6687;Mauritius;Petite Case Noyale
6688;Mauritius;Mapou
6689;Mauritius;Chamarel
6690;Mauritius;Bananes
6691;Mexico;Mexico City
6692;Mexico;Ecatepec
6693;Mexico;Guadalajara
6694;Mexico;Ciudad Juarez
6695;Mexico;Puebla de Zaragoza
6696;Mexico;Tijuana
6697;Mexico;Ciudad Nezahualcoyotl
6698;Mexico;Monterrey
6699;Mexico;Leon
6700;Mexico;Zapopan
6701;Mexico;Naucalpan de Juarez
6702;Mexico;Guadalupe
6703;Mexico;Merida
6704;Mexico;Tlalnepantla
6705;Mexico;Chihuahua
6706;Mexico;San Luis Potosi
6707;Mexico;Aguascalientes
6708;Mexico;Acapulco de Juarez
6709;Mexico;Saltillo
6710;Mexico;Queretaro
6711;Mexico;Mexicali
6712;Mexico;Hermosillo
6713;Mexico;Morelia
6714;Mexico;Culiacan
6715;Mexico;Veracruz
6716;Mexico;Cancun
6717;Mexico;Torreon
6718;Mexico;Ciudad Lopez Mateos
6719;Mexico;San Nicolas de los Garzas
6720;Mexico;Toluca
6721;Mexico;Reynosa
6722;Mexico;Tlaquepaque
6723;Mexico;Tuxtla Gutierrez
6724;Mexico;Cuautitlan Izcalli
6725;Mexico;Durango
6726;Mexico;Matamoros
6727;Mexico;Jalapa Enriquez
6728;Mexico;Tonala
6729;Mexico;Xico
6730;Mexico;Villahermosa
6731;Mexico;Mazatlan
6732;Mexico;Apodaca
6733;Mexico;Ixtapaluca
6734;Mexico;Nuevo Laredo
6735;Mexico;Cuernavaca
6736;Mexico;Irapuato
6737;Mexico;Pachuca de Soto
6738;Mexico;Coacalco
6739;Mexico;Tampico
6740;Mexico;General Escobedo
6741;Mexico;Celaya
6742;Mexico;Tepic
6743;Mexico;Ciudad Victoria
6744;Mexico;Oaxaca de Juarez
6745;Mexico;Ciudad Obregon
6746;Mexico;Ensenada
6747;Mexico;Santa Catarina
6748;Mexico;Los Reyes
6749;Mexico;Nicolas Romero
6750;Mexico;Tehuacan
6751;Mexico;Uruapan del Progreso
6752;Mexico;Coatzacoalcos
6753;Mexico;Gomez Palacio
6754;Mexico;Los Mochis
6755;Mexico;Campeche
6756;Mexico;Tapachula
6757;Mexico;Monclova
6758;Mexico;Soledad Diez Gutierrez
6759;Mexico;Ciudad Madero
6760;Mexico;Puerto Vallarta
6761;Mexico;Heroica Nogales
6762;Mexico;Poza Rica de Hidalgo
6763;Mexico;San Pablo de las Salinas
6764;Mexico;Metepec
6765;Mexico;La Paz
6766;Mexico;Jiutepec
6767;Mexico;Chilpancingo de los Bravos
6768;Mexico;Chalco de Diaz Covarrubias
6769;Mexico;Cholula
6770;Mexico;Minatitlan
6771;Mexico;Cuautla Morelos
6772;Mexico;Ciudad Acuna
6773;Mexico;Ciudad del Carmen
6774;Mexico;Piedras Negras
6775;Mexico;San Luis Rio Colorado
6776;Mexico;Salamanca
6777;Mexico;Chetumal
6778;Mexico;Cordoba
6779;Mexico;Garza Garcia
6780;Mexico;San Cristobal de Las Casas
6781;Mexico;Colima
6782;Mexico;Zamora de Hidalgo
6783;Mexico;Huixquilucan
6784;Mexico;Orizaba
6785;Mexico;Zacatecas
6786;Mexico;San Juan del Rio
6787;Mexico;Texcoco de Mora
6788;Mexico;Iguala de la Independencia
6789;Mexico;Manzanillo
6790;Mexico;Ciudad Valles
6791;Micronesia;Weno
6792;Micronesia;Toynim
6793;Micronesia;Palikir
6794;Micronesia;Kolonia
6795;Micronesia;Tonoas
6796;Micronesia;Nan Uh
6797;Micronesia;Colonia
6798;Micronesia;Tafunsak
6799;Micronesia;Paata
6800;Micronesia;Tamil
6801;Micronesia;Malem
6802;Moldova;Chisinau
6803;Moldova;Tiraspol
6804;Moldova;Balti
6805;Moldova;Tighina
6806;Moldova;Stefan-Voda
6807;Moldova;Ribnita
6808;Moldova;Cahul
6809;Moldova;Ungheni
6810;Moldova;Soroca
6811;Moldova;Orhei
6812;Moldova;Dubasari
6813;Moldova;Comrat
6814;Moldova;Edinet
6815;Moldova;Causeni
6816;Moldova;Ceadir-Lunga
6817;Moldova;Straseni
6818;Moldova;Floresti
6819;Moldova;Drochia
6820;Moldova;Bilicenii Vechi
6821;Moldova;Slobozia
6822;Moldova;Ialoveni
6823;Moldova;Falesti
6824;Moldova;Vulcanesti
6825;Moldova;Leova
6826;Moldova;Briceni
6827;Moldova;Calarasi
6828;Moldova;Taraclia
6829;Moldova;Riscani
6830;Moldova;Cimislia
6831;Moldova;Nisporeni
6832;Moldova;Camenca
6833;Moldova;Basarabeasca
6834;Moldova;Dnestrovsc
6835;Moldova;Glodeni
6836;Moldova;Rezina
6837;Moldova;Grigoriopol
6838;Moldova;Donduseni
6839;Moldova;Mindresti
6840;Moldova;Anenii Noi
6841;Moldova;Cricova
6842;Moldova;Pervomaisc
6843;Moldova;Singera
6844;Moldova;Criuleni
6845;Moldova;Telenesti
6846;Moldova;Soldanesti
6847;Moldova;Stauceni
6848;Moldova;Iargara
6849;Moldova;Vadul lui Voda
6850;Moldova;Biruinta
6851;Moldova;Crasnoe
6852;Moldova;Cantemir
6853;Moldova;Vatra
6854;Moldova;Giurgiulesti
6855;Moldova;Marculesti
6856;Moldova;Tiraspolul Nou
6857;Moldova;Leninskiy
6858;Moldova;Bugeac
6859;Moldova;Visniovca
6860;Moldova;Bucovat
6861;Moldova;Maiac
6862;Monaco;Ulaanbaatar
6863;Monaco;Erdenet
6864;Monaco;Darhan
6865;Monaco;Hovd
6866;Monaco;OElgiy
6867;Monaco;Ulaangom
6868;Monaco;Hovd
6869;Monaco;Moron
6870;Monaco;Suhbaatar
6871;Monaco;Bayanhongor
6872;Monaco;Dzuunharaa
6873;Monaco;Dzuunmod
6874;Monaco;Bulgan
6875;Monaco;Baruun-Urt
6876;Monaco;Mandalgovi
6877;Monaco;Dalandzadgad
6878;Monaco;Ondorhaan
6879;Monaco;Choyr
6880;Monaco;Tosontsengel
6881;Monaco;Harhorin
6882;Monaco;Tsetserleg
6883;Monaco;Choybalsan
6884;Monaco;Ereencav
6885;Morocco;Casablanca
6886;Morocco;Rabat
6887;Morocco;Fes
6888;Morocco;Marrakech
6889;Morocco;Agadir
6890;Morocco;Tangier
6891;Morocco;Meknes
6892;Morocco;Oujda
6893;Morocco;Kenitra
6894;Morocco;Tetouan
6895;Morocco;Safi
6896;Morocco;Khouribga
6897;Morocco;Beni Mellal
6898;Morocco;El Jadida
6899;Morocco;Taza
6900;Morocco;Nador
6901;Morocco;Settat
6902;Morocco;Larache
6903;Morocco;Ksar el Kebir
6904;Morocco;Khemisset
6905;Morocco;Guelmim
6906;Morocco;Berrechid
6907;Morocco;Oued Zem
6908;Morocco;Fkih Ben Salah
6909;Morocco;Taourirt
6910;Morocco;Berkane
6911;Morocco;Sidi Slimane
6912;Morocco;Sidi Qacem
6913;Morocco;Khenifra
6914;Morocco;Taroudant
6915;Morocco;Essaouira
6916;Morocco;Tiflet
6917;Morocco;Oulad Teima
6918;Morocco;Sefrou
6919;Morocco;Youssoufia
6920;Morocco;Tan-Tan
6921;Morocco;Ouazzane
6922;Morocco;Guercif
6923;Morocco;Ouarzazat
6924;Morocco;Tirhanimine
6925;Morocco;Tiznit
6926;Morocco;mohammed  boulaich el habate ksar sghir
6927;Morocco;Azrou
6928;Morocco;Midelt
6929;Morocco;Skhirat
6930;Morocco;Jerada
6931;Morocco;Kasba Tadla
6932;Morocco;Sidi Bennour
6933;Morocco;Martil
6934;Morocco;Azemmour
6935;Morocco;Tineghir
6936;Morocco;Chefchaouene
6937;Morocco;El Aioun
6938;Morocco;Zagora
6939;Morocco;Taounate
6940;Morocco;Sidi Yahia el Gharb
6941;Morocco;Zaio
6942;Morocco;Asilah
6943;Morocco;El Hajeb
6944;Morocco;Mechra Belqsiri
6945;Morocco;Bouznika
6946;Morocco;Imzourene
6947;Morocco;Tahala
6948;Morocco;Sidi Ifni
6949;Morocco;Ahfir
6950;Morocco;Ifrane
6951;Morocco;Figuig
6952;Morocco;Tafraout
6953;Morocco;Sidi Smail
6954;Morocco;Jebel Tiskaouine
6955;Mozambique;Maputo
6956;Mozambique;Matola
6957;Mozambique;Beira
6958;Mozambique;Nampula
6959;Mozambique;Chimoio
6960;Mozambique;Cidade de Nacala
6961;Mozambique;Quelimane
6962;Mozambique;Tete
6963;Mozambique;Xai-Xai
6964;Mozambique;Maxixe
6965;Mozambique;Lichinga
6966;Mozambique;Pemba
6967;Mozambique;Dondo
6968;Mozambique;Antonio Enes
6969;Mozambique;Inhambane
6970;Mozambique;Cuamba
6971;Mozambique;Montepuez
6972;Mozambique;Mocuba
6973;Mozambique;Chokwe
6974;Mozambique;Chibuto
6975;Mozambique;Ilha de Mocambique
6976;Mozambique;Mutuali
6977;Mozambique;Mocimboa
6978;Mozambique;Manjacaze
6979;Mozambique;Macia
6980;Nepa;Kathmandu
6981;Nepa;Pokhara
6982;Nepa;Patan
6983;Nepa;Biratnagar
6984;Nepa;Birganj
6985;Nepa;Dharan Bazar
6986;Nepa;Bharatpur
6987;Nepa;Janakpur
6988;Nepa;Dhangarhi
6989;Nepa;Butwal
6990;Nepa;Mahendranagar
6991;Nepa;Hetauda
6992;Nepa;Bhaktapur
6993;Nepa;Bhairahawa
6994;Nepa;Gulariya
6995;Nepa;Ithari
6996;Nepa;Tikapur
6997;Nepa;Kirtipur
6998;Nepa;Tulsipur
6999;Nepa;Rajbiraj
7000;Nepa;Lahan
7001;Nepa;Panaoti
7002;Nepa;Gaur
7003;Nepa;Siraha
7004;Nepa;Jaleswar
7005;Nepa;Baglung
7006;Nepa;Khandbari
7007;Nepa;Dhankuta
7008;Nepa;Waling
7009;Nepa;Dailekh
7010;Nepa;Malangwa
7011;Nepa;Bhadrapur
7012;Nepa;Dadeldhura
7013;Nepa;Darchula
7014;Nepa;Ilam
7015;Nepa;Banepa
7016;Nepa;Jumla
7017;Nepa;Kodari
7018;New Zealand;Auckland
7019;New Zealand;Wellington
7020;New Zealand;Christchurch
7021;New Zealand;Manakau
7022;New Zealand;North Shore
7023;New Zealand;Waitakere
7024;New Zealand;Hamilton
7025;New Zealand;Dunedin
7026;New Zealand;Tauranga
7027;New Zealand;Lower Hutt
7028;New Zealand;Palmerston North
7029;New Zealand;Rotorua
7030;New Zealand;Hastings
7031;New Zealand;Napier
7032;New Zealand;Porirua
7033;New Zealand;Whangarei
7034;New Zealand;New Plymouth
7035;New Zealand;Invercargill
7036;New Zealand;Wanganui
7037;New Zealand;Upper Hutt
7038;New Zealand;Gisborne
7039;New Zealand;Timaru
7040;New Zealand;Blenheim
7041;New Zealand;Taupo
7042;New Zealand;Pukekohe East
7043;New Zealand;Masterton
7044;New Zealand;Levin
7045;New Zealand;Whakatane
7046;New Zealand;Tokoroa
7047;New Zealand;Oamaru
7048;New Zealand;Gore
7049;New Zealand;Hawera
7050;New Zealand;Queenstown
7051;New Zealand;Greymouth
7052;New Zealand;Waiuku
7053;New Zealand;Motueka
7054;New Zealand;Thames
7055;New Zealand;Kawerau
7056;New Zealand;Waitara
7057;New Zealand;Otaki
7058;New Zealand;Kerikeri
7059;New Zealand;Foxton
7060;New Zealand;Dargaville
7061;New Zealand;Waihi
7062;New Zealand;Balclutha
7063;New Zealand;Wanaka
7064;New Zealand;Wairoa
7065;New Zealand;Whangamata
7066;New Zealand;Opotiki
7067;New Zealand;Paeroa
7068;New Zealand;Westport
7069;New Zealand;Warkworth
7070;New Zealand;Hokitika
7071;New Zealand;Turangi
7072;New Zealand;Whitianga
7073;New Zealand;Katikati
7074;New Zealand;Rolleston
7075;New Zealand;Woodend
7076;New Zealand;Picton
7077;New Zealand;Raglan
7078;New Zealand;Waimate North
7079;New Zealand;Otorohanga
7080;New Zealand;Muriwai Beach
7081;New Zealand;Eltham
7082;New Zealand;Lincoln
7083;New Zealand;Winton
7084;New Zealand;Te Anau
7085;New Zealand;Waihi Beach
7086;New Zealand;Milton
7087;New Zealand;Wellsford
7088;New Zealand;Paihia
7089;New Zealand;Bluff
7090;New Zealand;Waipawa
7091;New Zealand;Murupara
7092;New Zealand;Mapua
7093;New Zealand;Bulls
7094;New Zealand;Oxford
7095;New Zealand;Taipa
7096;New Zealand;Brightwater
7097;New Zealand;Wakefield
7098;New Zealand;Moerewa
7099;New Zealand;Riverton
7100;New Zealand;Edgecumbe
7101;New Zealand;Darfield
7102;New Zealand;Tairua
7103;New Zealand;Coromandel
7104;New Zealand;Opunake
7105;New Zealand;Kawakawa
7106;New Zealand;Parakai
7107;New Zealand;Ngunguru
7108;New Zealand;Waiouru
7109;New Zealand;Patea
7110;New Zealand;Leeston
7111;New Zealand;Burnham
7112;New Zealand;Methven
7113;New Zealand;Takaka
7114;New Zealand;Pleasant Point
7115;New Zealand;Te Kauwhata
7116;New Zealand;Ngatea
7117;New Zealand;Amberley
7118;Nicaragua;Managua
7119;Nicaragua;Leon
7120;Nicaragua;Masaya
7121;Nicaragua;Tipitapa
7122;Nicaragua;Chinandega
7123;Nicaragua;Matagalpa
7124;Nicaragua;Esteli
7125;Nicaragua;Granada
7126;Nicaragua;Ciudad Sandino
7127;Nicaragua;Juigalpa
7128;Nicaragua;El Viejo
7129;Nicaragua;Nueva Guinea
7130;Nicaragua;Jinotega
7131;Nicaragua;Bluefields
7132;Nicaragua;Diriamba
7133;Nicaragua;Ocotal
7134;Nicaragua;Puerto Cabezas
7135;Nicaragua;Chichigalpa
7136;Nicaragua;Rivas
7137;Nicaragua;San Rafael del Sur
7138;Nicaragua;Jinotepe
7139;Nicaragua;Boaco
7140;Nicaragua;Nagarote
7141;Nicaragua;Jalapa
7142;Nicaragua;La Paz Centro
7143;Nicaragua;San Marcos
7144;Nicaragua;Masatepe
7145;Nicaragua;Nandaime
7146;Nicaragua;Rama
7147;Nicaragua;Somoto
7148;Nicaragua;Corinto
7149;Nicaragua;Rio Blanco
7150;Nicaragua;Camoapa
7151;Nicaragua;El Crucero
7152;Nicaragua;Siuna
7153;Nicaragua;Somotillo
7154;Nicaragua;Santo Tomas
7155;Nicaragua;Quilali
7156;Nicaragua;San Carlos
7157;Nicaragua;Ciudad Dario
7158;Nicaragua;Ticuantepe
7159;Nicaragua;El Sauce
7160;Nicaragua;Condega
7161;Nicaragua;Acoyapa
7162;Nicaragua;Matiguas
7163;Nicaragua;Diriomo
7164;Nicaragua;Telica
7165;Nicaragua;San Lorenzo
7166;Nicaragua;Corn Island
7167;Nicaragua;Bocana de Paiwas
7168;Nicaragua;Villa Sandino
7169;Nicaragua;San Juan del Sur
7170;Nicaragua;Niquinohomo
7171;Nicaragua;Larreynaga
7172;Nicaragua;Puerto Morazan
7173;Nicaragua;San Jorge
7174;Nicaragua;Nindiri
7175;Nicaragua;Dolores
7176;Nicaragua;Wiwili
7177;Nicaragua;La Concepcion
7178;Nicaragua;Nandasmo
7179;Nicaragua;Laguna de Perlas
7180;Nicaragua;Waslala
7181;Nicaragua;Posoltega
7182;Nicaragua;Waspam
7183;Nicaragua;Bonanza
7184;Nicaragua;El Realejo
7185;Nicaragua;Santo Domingo
7186;Nicaragua;Santa Teresa
7187;Nicaragua;San Rafael del Norte
7188;Nicaragua;Belen
7189;Nicaragua;El Ayote
7190;Nicaragua;Potosi
7191;Nicaragua;Carlos Fonseca Amador
7192;Nicaragua;Tisma
7193;Nicaragua;San Juan de Limay
7194;Nicaragua;Muy Muy
7195;Nicaragua;Pueblo Nuevo
7196;Nicaragua;San Sebastian de Yali
7197;Nicaragua;Teustepe
7198;Nicaragua;San Miguelito
7199;Nicaragua;Moyogalpa
7200;Nicaragua;San Dionisio
7201;Nicaragua;Diria
7202;Nicaragua;San Fernando
7203;Nicaragua;San Juan de Rio Coco
7204;Nicaragua;Palacaguina
7205;Nicaragua;Muelle de los Bueyes
7206;Nicaragua;Achuapa
7207;Nicaragua;La Libertad
7208;Nicaragua;El Rosario
7209;Nicaragua;Santa Rosa del Penon
7210;Nicaragua;San Ramon
7211;Nicaragua;Altagracia
7212;Nicaragua;El Almendro
7213;Nicaragua;Tola
7214;Nicaragua;La Paz de Oriente
7215;Nicaragua;Cuapa
7216;Nicaragua;San Jose de Bocay
7217;Nicaragua;Mozonte
7218;Niger;Lagos
7219;Niger;Kano
7220;Niger;Ibadan
7221;Niger;Kaduna
7222;Niger;Port Harcourt
7223;Niger;Benin-City
7224;Niger;Maiduguri
7225;Niger;Zaria
7226;Niger;Aba
7227;Niger;Jos
7228;Niger;Ilorin
7229;Niger;Oyo
7230;Niger;Enugu
7231;Niger;Abeokuta
7232;Niger;Abuja
7233;Niger;Sokoto
7234;Niger;Onitsha
7235;Niger;Warri
7236;Niger;Okene
7237;Niger;Calabar
7238;Niger;Katsina
7239;Niger;Akure
7240;Niger;Bauchi
7241;Niger;Ebute Ikorodu
7242;Niger;Makurdi
7243;Niger;Minna
7244;Niger;Effon Alaiye
7245;Niger;Ilesa
7246;Niger;Owo
7247;Niger;Umuahia
7248;Niger;Ondo
7249;Niger;Damaturu
7250;Niger;Ikot Ekpene
7251;Niger;Iwo
7252;Niger;Gombe
7253;Niger;Jimeta
7254;Niger;Gusau
7255;Niger;Mubi
7256;Niger;Ikire
7257;Niger;Owerri
7258;Niger;Sagamu
7259;Niger;Ijebu Ode
7260;Niger;Ugep
7261;Niger;Nnewi
7262;Niger;Ise Ekiti
7263;Niger;Ila Orangun
7264;Niger;Saki
7265;Niger;Bida
7266;Niger;Awka
7267;Niger;Ijero Ekiti
7268;Niger;Inisa
7269;Niger;Abuja
7270;Niger;Sapele
7271;Niger;Kishi
7272;Niger;Gbongan
7273;Niger;Ejigbo
7274;Niger;Funtua
7275;Niger;Igboho
7276;Niger;Buguma
7277;Niger;Ikirun
7278;Niger;Abakaliki
7279;Niger;Okrika
7280;Niger;Amaigbo
7281;Niger;Lafia
7282;Niger;Gashua
7283;Niger;Modakeke
7284;Niger;Bama
7285;Niger;Ilobu
7286;Niger;Jalingo
7287;Niger;Okigwi
7288;Niger;Offa
7289;Niger;Esuk Oron
7290;Niger;Nsukka
7291;Niger;Nguru
7292;Niger;Hadejia
7293;Niger;Ijebu Igbo
7294;Niger;Uromi
7295;Niger;Birnin-Kebbi
7296;Niger;Pindiga
7297;Niger;Azare
7298;Niger;Nkpor
7299;Niger;Ikerre
7300;Niger;Lafiagi
7301;Niger;Kontagora
7302;Niger;Yola
7303;Niger;Biu
7304;Niger;Olupona
7305;Niger;Lere
7306;Niger;Wukari
7307;Niger;Igbo Ora
7308;Niger;Emure Ekiti
7309;Niger;Isieke
7310;Niger;Ifo
7311;Niger;Igede Ekiti
7312;Niger;Effium
7313;Niger;Idanre
7314;Niger;Potiskum
7315;Niger;Keffi
7316;Niger;Epe
7317;Niger;Gambaru
7318;Nigeria;Niamey
7319;Nigeria;Zinder
7320;Nigeria;Maradi
7321;Nigeria;Alarsas
7322;Nigeria;Tahoua
7323;Nigeria;Dosso
7324;Nigeria;Birnin Konni
7325;Nigeria;Tessaoua
7326;Nigeria;Gaya
7327;Nigeria;Dogondoutchi
7328;Nigeria;Diffa
7329;Nigeria;Ayorou
7330;Nigeria;Madaoua
7331;Nigeria;Mayahi
7332;Nigeria;Tera
7333;Nigeria;Miria
7334;Nigeria;Tibiri
7335;Nigeria;Dakoro
7336;Nigeria;Magaria
7337;Nigeria;Tillaberi
7338;Nigeria;Nguigmi
7339;Nigeria;Matamey
7340;Nigeria;Illela
7341;Nigeria;Tanout
7342;Nigeria;Goure
7343;Nigeria;Abalak
7344;Nigeria;Aguie
7345;Nigeria;Filingue
7346;Nigeria;Maine-Soroa
7347;Nigeria;Say
7348;Nigeria;Kollo
7349;Nigeria;Madarounfa
7350;Nigeria;Keita
7351;Nigeria;Tchin-Tabaradene
7352;Nigeria;Ouallam
7353;Nigeria;Bouza
7354;Nigeria;Bilma
7355;Nigeria;Atako
7356;Norway;Pyongyang
7357;Norway;Hamhung
7358;Norway;Hungnam
7359;Norway;Kaesong
7360;Norway;Wonsan
7361;Norway;Chongjin
7362;Norway;Sinuiju
7363;Norway;Haeju
7364;Norway;Kanggye
7365;Norway;Sariwon
7366;Norway;Songnim
7367;Norway;Hyesan-dong
7368;Norway;Sokko-dong
7369;Norway;Yuktae-dong
7370;Norway;Hongwon
7371;Norway;Najin
7372;Norway;Ongjin
7373;Norway;Kilju
7374;Norway;Chaeryong-up
7375;Norway;Anju
7376;Norway;Uiju
7377;Norway;Hoeryong
7378;Norway;Sungho 1-tong
7379;Norway;Changyon
7380;Norway;Sunan
7381;Norway;Hwangju-up
7382;Norway;Kyongsong
7383;Norway;Aoji-ri
7384;Norway;Nanam
7385;Norway;Anbyon-up
7386;Norway;Kusong
7387;Norway;Chongju-up
7388;Norway;Kangdong-up
7389;Norway;Sonbong
7390;Norway;Iwon-up
7391;Norway;Hukkyo-ri
7392;Norway;Kosan-up
7393;Norway;Yonan-up
7394;Norway;Namyang-dong
7395;Norway;Yonggwang-up
7396;Norway;Musan-up
7397;Norway;Kowon-up
7398;Norway;Hoeyang
7399;Norway;Kapsan-up
7400;Norway;Anak
7401;Norway;Onsong
7402;Norway;Kujang-up
7403;Norway;Sil-li
7404;Norway;Chunghwa-up
7405;Norway;Samho-rodongjagu
7406;Norway;Sinmak
7407;Norway;Sakchu-up
7408;Norway;Ayang-ni
7409;Norway;Sinanju
7410;Norway;Sinsang-ni
7411;Norway;Pukchil-lodongjagu
7412;Norway;Hau-ri
7413;Norway;Yonggang-up
7414;Norway;Pyoksong-up
7415;Norway;Koksan
7416;Norway;Chasong
7417;Norway;Kyongwon
7418;Norway;Puryong
7419;Norway;Komusan 1-tong
7420;Norway;Sungjibaegam
7421;Norway;Hoemul-li
7422;Norway;Sungam-nodongjagu
7423;Norway;Panghyon-dong
7424;Norway;Kwaksan
7425;Norway;Sangsong-ni
7426;Norway;Yongbyon
7427;Norway;Yomju
7428;Norway;Ungsang-nodongjagu
7429;Norway;Sot-pong
7430;Norway;Yongi-ri
7431;Oman;Muscat
7432;Oman;As Sib
7433;Oman;Salalah
7434;Oman;Bawshar
7435;Oman;Suhar
7436;Oman;As Suwayq
7437;Oman;`Ibri
7438;Oman;Saham
7439;Oman;Rustaq
7440;Oman;Al Buraymi
7441;Oman;Nizwa
7442;Oman;Sur
7443;Oman;Al Khaburah
7444;Oman;Shinas
7445;Oman;Izki
7446;Oman;Ibra
7447;Oman;Bidbid
7448;Oman;Badiyah
7449;Oman;Khasab
7450;Oman;Adam
7451;Oman;Yanqul
7452;Oman;Al Qabil
7453;Oman;Bayt al `Awabi
7454;Pakistan;Karachi
7455;Pakistan;Lahore
7456;Pakistan;Faisalabad
7457;Pakistan;Rawalpindi
7458;Pakistan;Multan
7459;Pakistan;Hyderabad
7460;Pakistan;Gujranwala
7461;Pakistan;Peshawar
7462;Pakistan;Quetta
7463;Pakistan;Islamabad
7464;Pakistan;Bahawalpur
7465;Pakistan;Sargodha
7466;Pakistan;Sialkot
7467;Pakistan;Sukkur
7468;Pakistan;Larkana
7469;Pakistan;Shekhupura
7470;Pakistan;Jhang Sadr
7471;Pakistan;Gujrat
7472;Pakistan;Mardan
7473;Pakistan;Kasur
7474;Pakistan;Dera Ghazi Khan
7475;Pakistan;Sahiwal
7476;Pakistan;Nawabshah
7477;Pakistan;Mingaora
7478;Pakistan;Okara
7479;Pakistan;Mirpur Khas
