Specialite;nbrDem1;nbrDem2
1922;Cameroon;Babanki
1923;Cameroon;Mbengwi
1924;Cameroon;Akom II
1925;Cameroon;Batibo
1926;Cameroon;Belo
1927;Cameroon;Dimako
1928;Cameroon;Ambam
1929;Cameroon;Njinikom
1930;Cameroon;Ndikinimeki
1931;Cameroon;Bonaberi
1932;Cameroon;Kontcha
1933;Cameroon;Bangou
1934;Cameroon;Yabassi
1935;Cameroon;Bansoa
1936;Cameroon;Makari
1937;Cameroon;Bekondo
1938;Cameroon;Bandjoun
1939;Cameroon;Belel
1940;Cameroon;Bamendjou
1941;Cameroon;Ngambe
1942;Cameroon;Ntui
1943;Cameroon;Mme-Bafumen
1944;Cameroon;Bana
1945;Cameroon;Saa
1946;Cameroon;Poli
1947;Cameroon;Bankim
1948;Cameroon;Doume
1949;Cameroon;Ndom
1950;Cameroon;Nguti
1951;Canada;Toronto
1952;Canada;Montreal
1953;Canada;Vancouver
1954;Canada;Calgary
1955;Canada;Ottawa
1956;Canada;Edmonton
1957;Canada;Winnipeg
1958;Canada;Quebec
1959;Canada;Hamilton
1960;Canada;Kitchener
1961;Canada;Halifax
1962;Canada;London
1963;Canada;Victoria
1964;Canada;Windsor
1965;Canada;Oshawa
1966;Canada;Saskatoon
1967;Canada;Barrie
1968;Canada;Richmond
1969;Canada;Regina
1970;Canada;Grand Sudbury
1971;Canada;Abbotsford
1972;Canada;Sherbrooke
1973;Canada;Levis
1974;Canada;Kelowna
1975;Canada;Trois-Rivieres
1976;Canada;Guelph
1977;Canada;Kingston
1978;Canada;Thunder Bay
1979;Canada;Waterloo
1980;Canada;Saint John
1981;Canada;Brantford
1982;Canada;Moncton
1983;Canada;Nanaimo
1984;Canada;Sarnia
1985;Canada;Saint-Laurent
1986;Canada;Peterborough
1987;Canada;Red Deer
1988;Canada;Saint-Jean-sur-Richelieu
1989;Canada;Lethbridge
1990;Canada;Brossard
1991;Canada;Kamloops
1992;Canada;White Rock
1993;Canada;Prince George
1994;Canada;Medicine Hat
1995;Canada;Drummondville
1996;Canada;New Westminster
1997;Canada;Sherwood Park
1998;Canada;Saint-Jerome
1999;Canada;Granby
2000;Canada;Fredericton
2001;Canada;Chilliwack
2002;Canada;Saint-Hyacinthe
2003;Canada;North Bay
2004;Canada;Shawinigan
2005;Canada;Cornwall
2006;Canada;North Vancouver
2007;Canada;Vernon
2008;Canada;Chatham-Kent
2009;Canada;Charlottetown
2010;Canada;Grande Prairie
2011;Canada;Salaberry-de-Valleyfield
2012;Canada;Penticton
2013;Canada;Joliette
2014;Canada;Prince Albert
2015;Canada;Victoriaville
2016;Canada;Woodstock
2017;Canada;Sorel-Tracy
2018;Canada;Campbell River
2019;Canada;Timmins
2020;Canada;Courtenay
2021;Canada;Orangeville
2022;Canada;North Cowichan
2023;Canada;Moose Jaw
2024;Canada;Midland
2025;Canada;Leamington
2026;Canada;Stratford
2027;Canada;Orillia
2028;Canada;Alma
2029;Canada;Brandon
2030;Canada;Airdrie
2031;Canada;Rouyn-Noranda
2032;Canada;Brockville
2033;Canada;Whitehorse
2034;Canada;Lloydminster
2035;Canada;Owen Sound
2036;Canada;Sept-Iles
2037;Canada;Duncan
2038;Canada;Port Alberni
2039;Canada;Parksville
2040;Canada;Truro
2041;Canada;New Glasgow
2042;Canada;Glace Bay
2043;Canada;Terrace
2044;Canada;North Battleford
2045;Canada;Bradford West Gwillimbury
2046;Canada;Corner Brook
2047;Canada;Cranbrook
2048;Canada;Cobourg
2049;Canada;Spruce Grove
2050;Cape Verde;Praia
2051;Cape Verde;Mindelo
2052;Cape Verde;Santa Maria
2053;Cape Verde;Santa Cruz
2054;Cape Verde;Sao Filipe
2055;Cape Verde;Assomada
2056;Cape Verde;Tarrafal
2057;Cape Verde;Porto Novo
2058;Cape Verde;Vila da Ribeira Brava
2059;Cape Verde;Ponta do Sol
2060;Cape Verde;Vila do Maio
2061;Cape Verde;Sal Rei
2062;Cape Verde;Pombas
2063;Cape Verde;Porto dos Mosteiros
2064;Central African Republic;Bangui
2065;Central African Republic;Bimbo
2066;Central African Republic;Mbaiki
2067;Central African Republic;Berberati
2068;Central African Republic;Kaga Bandoro
2069;Central African Republic;Bozoum
2070;Central African Republic;Carnot
2071;Central African Republic;Sibut
2072;Central African Republic;Bambari
2073;Central African Republic;Bria
2074;Central African Republic;Bouar
2075;Central African Republic;Bossangoa
2076;Central African Republic;Nola
2077;Central African Republic;Bangassou
2078;Central African Republic;Damara
2079;Central African Republic;Mobaye
2080;Central African Republic;Paoua
2081;Central African Republic;Boda
2082;Central African Republic;Ippy
2083;Central African Republic;Batangafo
2084;Central African Republic;Alindao
2085;Central African Republic;Kabo
2086;Central African Republic;Rafai
2087;Central African Republic;Bouca
2088;Central African Republic;Obo
2089;Central African Republic;Ndele
2090;Central African Republic;Kembe
2091;Central African Republic;Mongoumba
2092;Central African Republic;Birao
2093;Central African Republic;Gamboula
2094;Central African Republic;Kouango
2095;Central African Republic;Baoro
2096;Central African Republic;Boali
2097;Central African Republic;Ouadda
2098;Central African Republic;Gambo
2099;Central African Republic;Ouango
2100;Chad;Moundou
2101;Chad;Sarh
2102;Chad;Abeche
2103;Chad;Kelo
2104;Chad;Koumra
2105;Chad;Pala
2106;Chad;Am Timan
2107;Chad;Bongor
2108;Chad;Mongo
2109;Chad;Doba
2110;Chad;Ati
2111;Chad;Lai
2112;Chad;Oum Hadjer
2113;Chad;Bitkine
2114;Chad;Mao
2115;Chad;Massaguet
2116;Chad;Dourbali
2117;Chad;Mboursou Lere
2118;Chad;Kyabe
2119;Chad;Benoy
2120;Chad;Massakory
2121;Chad;Moussoro
2122;Chad;Bokoro
2123;Chad;Bere
2124;Chad;Bousso
2125;Chad;Faya
2126;Chad;Bebedjia
2127;Chad;Ngama
2128;Chad;Adre
2129;Chad;Guelengdeng
2130;Chad;Moissala
2131;Chad;Biltine
2132;Chad;Goundi
2133;Chad;Gounou-Gaya
2134;Chad;Beinamar
2135;Chad;Melfi
2136;Chad;Beboto
2137;Chad;Aozou
2138;Chad;Goz Beida
2139;Chad;Iriba
2140;Chile;Santiago
2141;Chile;vina causino
2142;Chile;Antofagasta
2143;Chile;Vina del Mar
2144;Chile;Valparaiso
2145;Chile;Talcahuano
2146;Chile;San Bernardo
2147;Chile;Temuco
2148;Chile;Iquique
2149;Chile;Concepcion
2150;Chile;Rancagua
2151;Chile;Talca
2152;Chile;Arica
2153;Chile;Coquimbo
2154;Chile;Puerto Montt
2155;Chile;La Serena
2156;Chile;Chillan
2157;Chile;Calama
2158;Chile;Osorno
2159;Chile;Valdivia
2160;Chile;Quilpue
2161;Chile;Copiapo
2162;Chile;Los Angeles
2163;Chile;Punta Arenas
2164;Chile;Curico
2165;Chile;Villa Alemana
2166;Chile;Coronel
2167;Chile;San Antonio
2168;Chile;Chiguayante
2169;Chile;Ovalle
2170;Chile;Linares
2171;Chile;Quillota
2172;Chile;Penaflor
2173;Chile;Melipilla
2174;Chile;San Felipe
2175;Chile;Los Andes
2176;Chile;Buin
2177;Chile;Talagante
2178;Chile;Lota
2179;Chile;Hacienda La Calera
2180;Chile;Tome
2181;Chile;Penco
2182;Chile;Coihaique
2183;Chile;Vallenar
2184;Chile;Angol
2185;Chile;Rengo
2186;Chile;Constitucion
2187;Chile;Limache
2188;Chile;Santa Cruz
2189;Chile;Paine
2190;Chile;Villarrica
2191;Chile;San Carlos
2192;Chile;Cauquenes
2193;Chile;Curanilahue
2194;Chile;Las Animas
2195;Chile;Castro
2196;Chile;Lampa
2197;Chile;Molina
2198;Chile;Ancud
2199;Chile;Machali
2200;Chile;Parral
2201;Chile;La Union
2202;Chile;Puerto Varas
2203;Chile;La Ligua
2204;Chile;Arauco
2205;Chile;Victoria
2206;Chile;Tocopilla
2207;Chile;Graneros
2208;Chile;El Monte
2209;Chile;Illapel
2210;Chile;San Vicente
2211;Chile;San Javier
2212;Chile;Lebu
2213;Chile;Mulchen
2214;Chile;Lautaro
2215;Chile;Nacimiento
2216;Chile;Canete
2217;Chile;Puerto Natales
2218;Chile;Nueva Imperial
2219;Chile;Cabrero
2220;Chile;Diego de Almagro
2221;Chile;Chimbarongo
2222;Chile;Llaillay
2223;Chile;La Laja
2224;Chile;Collipulli
2225;Chile;Panguipulli
2226;Chile;Loncoche
2227;Chile;Rio Bueno
2228;Chile;Traiguen
2229;Chile;Monte Patria
2230;Chile;Pitrufquen
2231;Chile;San Clemente
2232;Chile;Purranque
2233;Chile;Vicuna
2234;Chile;Salamanca
2235;Chile;Bulnes
2236;Chile;Calbuco
2237;Chile;Carahue
2238;Chile;Yumbel
2239;Chile;Taltal
2240;China;Shanghai
2241;China;Beijing
2242;China;Nanchong
2243;China;Kaifeng
2244;China;Wuhan
2245;China;Chongqing
2246;China;Chengdu
2247;China;Tianjin
2248;China;Puyang
2249;China;Shenyang
2250;China;Shiyan
2251;China;Harbin
2252;China;Lanzhou
2253;China;Guangzhou
2254;China;Nanjing
2255;China;Taiyuan
2256;China;Yunfu
2257;China;Changchun
2258;China;Changsha
2259;China;Jinan
2260;China;Dalian
2261;China;Zhengzhou
2262;China;Shijiazhuang
2263;China;Jilin
2264;China;Hangzhou
2265;China;Nanchang
2266;China;Qingdao
2267;China;Tangshan
2268;China;Xinyang
2269;China;Urumqi
2270;China;Fushun
2271;China;Luoyang
2272;China;Hefei
2273;China;Handan
2274;China;Suzhou
2275;China;Shantou
2276;China;Baotou
2277;China;Anshan
2278;China;Xuzhou
2279;China;Fuzhou
2280;China;Guiyang
2281;China;Dayan
2282;China;Wuxi
2283;China;Datong
2284;China;Xianyang
2285;China;Huainan
2286;China;Kunming
2287;China;Shenzhen
2288;China;Jieyang
2289;China;Baoding
2290;China;Benxi
2291;China;Changzhou
2292;China;Huaibei
2293;China;Pingdingshan
2294;China;Qiqihar
2295;China;Wenzhou
2296;China;Nanning
2297;China;Anyang
2298;China;Hohhot
2299;China;Xining
2300;China;Qinhuangdao
2301;China;Hengyang
2302;China;Xinxiang
2303;China;Hegang
2304;China;Langfang
2305;China;Ningbo
2306;China;Yantai
2307;China;Zhuzhou
2308;China;Changzhi
2309;China;Zhangjiakou
2310;China;Zigong
2311;China;Fuxin
2312;China;Huangshi
2313;China;Liaoyang
2314;China;Xiangtan
2315;China;Zibo
2316;China;Puyang
2317;China;Nantong
2318;China;Mudanjiang
2319;China;Guilin
2320;China;Zhanjiang
2321;China;Zhenjiang
2322;China;Dandong
2323;China;Shaoguan
2324;China;Yancheng
2325;China;Foshan
2326;China;Panshan
2327;China;Haikou
2328;China;Taizhou
2329;China;Xingtai
2330;China;Jinzhou
2331;China;Shuangyashan
2332;China;Luancheng
2333;China;Yingkou
2334;China;Zhangzhou
2335;China;Xiamen
2336;China;Bengbu
2337;China;Shihezi
2338;Colombi;Bogota
2339;Colombi;Cali
2340;Colombi;Medellin
2341;Colombi;Barranquilla
2342;Colombi;Cartagena
2343;Colombi;Cucuta
2344;Colombi;Bucaramanga
2345;Colombi;Pereira
2346;Colombi;Santa Marta
2347;Colombi;Ibague
2348;Colombi;Bello
2349;Colombi;Pasto
2350;Colombi;Manizales
2351;Colombi;Neiva
2352;Colombi;Soledad
2353;Colombi;Villavicencio
2354;Colombi;Armenia
2355;Colombi;Soacha
2356;Colombi;Valledupar
2357;Colombi;Itagui
2358;Colombi;Monteria
2359;Colombi;Sincelejo
2360;Colombi;Floridablanca
2361;Colombi;Palmira
2362;Colombi;Buenaventura
2363;Colombi;Barrancabermeja
2364;Colombi;Dos Quebradas
2365;Colombi;Tulua
2366;Colombi;Envigado
2367;Colombi;Cartago
2368;Colombi;Maicao
2369;Colombi;Florencia
2370;Colombi;Girardot
2371;Colombi;Sogamoso
2372;Colombi;Buga
2373;Colombi;Tunja
2374;Colombi;Giron
2375;Colombi;Malambo
2376;Colombi;Magangue
2377;Colombi;Facatativa
2378;Colombi;Riohacha
2379;Colombi;Duitama
2380;Colombi;Zipaquira
2381;Colombi;Fusagasuga
2382;Colombi;Cienaga
2383;Colombi;Tumaco
2384;Colombi;Apartado
2385;Colombi;Piedecuesta
2386;Colombi;Ocana
2387;Colombi;La Dorada
2388;Colombi;Ipiales
2389;Colombi;Quibdo
2390;Colombi;Aguachica
2391;Colombi;Yumbo
2392;Colombi;Arauca
2393;Colombi;Sabanalarga
2394;Colombi;Chinchina
2395;Colombi;Caldas
2396;Colombi;Villa del Rosario
2397;Colombi;Chia
2398;Colombi;Rionegro
2399;Colombi;Calarca
2400;Colombi;Yopal
2401;Colombi;Sahagun
2402;Colombi;Fundacion
2403;Colombi;Los Patios
2404;Colombi;San Andres
2405;Colombi;Caucasia
2406;Colombi;Santa Rosa de Cabal
2407;Colombi;Espinal
2408;Colombi;Turbaco
2409;Colombi;Cerete
2410;Colombi;El Banco
2411;Colombi;Funza
2412;Colombi;Pitalito
2413;Colombi;Puerto Tejada
2414;Colombi;Pamplona
2415;Colombi;Agustin Codazzi
2416;Colombi;Turbo
2417;Colombi;Madrid
2418;Colombi;Arjona
2419;Colombi;La Estrella
2420;Colombi;Copacabana
2421;Colombi;Plato
2422;Colombi;Chigorodo
2423;Colombi;El Carmen de Bolivar
2424;Colombi;Florida
2425;Colombi;Chiquinquira
2426;Colombi;Jamundi
2427;Colombi;Pradera
2428;Colombi;Baranoa
2429;Colombi;Sevilla
2430;Colombi;Santander de Quilichao
2431;Colombi;El Bagre
2432;Colombi;Acacias
2433;Colombi;Lorica
2434;Colombi;Segovia
2435;Colombi;Corozal
2436;Colombi;El Cerrito
2437;Colombi;Planeta Rica
2438;Comoros;Moroni
2439;Comoros;Moutsamoudou
2440;Comoros;Fomboni
2441;Comoros;Domoni
2442;Comoros;Sima
2443;Comoros;Ouani
2444;Comoros;Mirontsi
2445;Comoros;Koni-Djodjo
2446;Comoros;Moya
2447;Comoros;Mbeni
2448;Comoros;Mitsamiouli
2449;Comoros;Barakani
2450;Comoros;Chandra
2451;Comoros;Ouella
2452;Comoros;Mramani
2453;Comoros;Mremani
2454;Comoros;Koki
2455;Comoros;Mvouni
2456;Comoros;Tsidje
2457;Comoros;Foumbouni
2458;Comoros;Dembeni
2459;Comoros;Ntsoudjini
2460;Comoros;Kangani
2461;Comoros;Lingoni
2462;Comoros;Ntsaoueni
2463;Comoros;Nioumachoua
2464;Comoros;Koni-Ngani
2465;Comoros;Itsandra
2466;Comoros;Mjimandra
2467;Comoros;Djoyezi
2468;Comoros;Daji
2469;Comoros;Vouani
2470;Comoros;Hajoho
2471;Comoros;Boungoueni
2472;Comoros;Ouanani
2473;Comoros;Chironkamba
2474;Comoros;Chezani
2475;Comoros;Singani
2476;Comoros;Magnassini-Nindri
2477;Comoros;Kyo
2478;Comoros;Kavani
2479;Comoros;Ongoni
2480;Comoros;Bimbini
2481;Comoros;Mohoro
2482;Comoros;Hantsindzi
2483;Comoros;Ouhozi
2484;Comoros;Paje
2485;Comoros;Ouzini
2486;Comoros;Vanadjou
2487;Comoros;Bandajou
2488;Comoros;Douniani
2489;Comoros;Dziani
2490;Comoros;Oussivo
2491;Comoros;Harembo
2492;Comoros;Selea
2493;Comoros;Salimani
2494;Comoros;Vanambouani
2495;Comoros;Mandza
2496;Comoros;Patsi
2497;Comoros;Mjamaoue
2498;Comoros;Chindini
2499;Comoros;Heroumbili
2500;Comoros;Ouroveni
2501;Comoros;Marahare
2502;Comoros;Mtakoudja
2503;Comoros;Koua
2504;Comoros;Mavingouni
2505;Comoros;Itsandzeni
2506;Comoros;Bambadjani
2507;Comoros;Madjeoueni
2508;Comoros;Ivouani
2509;Comoros;Bahani
2510;Comoros;Ziroudani
2511;Comoros;Antsahe
2512;Comoros;Mtsamdou
2513;Comoros;Hoani
2514;Comoros;Assimpao
2515;Comoros;Bouni
2516;Comoros;Chitrouni
2517;Comoros;Nioumamilima
2518;Comoros;Limbi
2519;Comoros;Mnoungou
2520;Comoros;Zivandani
2521;Comoros;Mdjoyezi
2522;Comoros;Vassy
2523;Comoros;Panda
2524;Comoros;Milembeni
2525;Comoros;Mirongani
2526;Comoros;Kangani
2527;Comoros;Miringoni
2528;Comoros;Chomoni
2529;Comoros;Milembeni
2530;Comoros;Hetsa
2531;Comoros;Hamavouna
2532;Comoros;Oungoni
2533;Comoros;Bibavou
2534;Comoros;Milevani
2535;Comoros;Dima
2536;Comoros;Batsa
2537;Comoros;Kove
2538;Costa Rica;San Jose
2539;Costa Rica;Puerto Limon
2540;Costa Rica;San Francisco
2541;Costa Rica;Alajuela
2542;Costa Rica;Liberia
2543;Costa Rica;Paraiso
2544;Costa Rica;Puntarenas
2545;Costa Rica;San Isidro
2546;Costa Rica;Curridabat
2547;Costa Rica;San Vicente
2548;Costa Rica;San Vicente de Moravia
2549;Costa Rica;San Jose
2550;Costa Rica;Purral
2551;Costa Rica;Turrialba
2552;Costa Rica;San Miguel
2553;Costa Rica;San Pedro
2554;Costa Rica;San Rafael Abajo
2555;Costa Rica;Quesada
2556;Costa Rica;Ipis
2557;Costa Rica;Cartago
2558;Costa Rica;Chacarita
2559;Costa Rica;San Juan
2560;Costa Rica;Mercedes
2561;Costa Rica;Guadalupe
2562;Costa Rica;Aserri
2563;Costa Rica;San Rafael
2564;Costa Rica;San Felipe
2565;Costa Rica;Patarra
2566;Costa Rica;Tejar
2567;Costa Rica;Heredia
2568;Costa Rica;San Pablo
2569;Costa Rica;Calle Blancos
2570;Costa Rica;Canas
2571;Costa Rica;Guapiles
2572;Costa Rica;Siquirres
2573;Costa Rica;San Rafael
2574;Costa Rica;San Diego
2575;Costa Rica;Colima
2576;Costa Rica;Esparza
2577;Costa Rica;San Juan de Dios
2578;Costa Rica;Nicoya
2579;Costa Rica;San Rafael Arriba
2580;Costa Rica;Desamparados
2581;Costa Rica;Concepcion
2582;Costa Rica;Alajuelita
2583;Costa Rica;Sabanilla
2584;Costa Rica;Granadilla
2585;Costa Rica;Santa Cruz
2586;Costa Rica;San Josecito
2587;Costa Rica;Escazu
2588;Costa Rica;Naranjo
2589;Costa Rica;Buenos Aires
2590;Costa Rica;San Antonio
2591;Costa Rica;San Ramon
2592;Costa Rica;Tres Rios
2593;Costa Rica;Daniel Flores
2594;Costa Rica;Rio Segundo
2595;Costa Rica;Colon
2596;Costa Rica;San Rafael
2597;Costa Rica;Santiago
2598;Costa Rica;Santa Ana
2599;Costa Rica;Quepos
2600;Costa Rica;San Juan
2601;Costa Rica;Tilaran
2602;Costa Rica;Corredor
2603;Costa Rica;Guacimo
2604;Costa Rica;Atenas
2605;Costa Rica;Cot
2606;Costa Rica;Golfito
2607;Costa Rica;Llorente
2608;Costa Rica;Miramar
2609;Costa Rica;Orotina
2610;Costa Rica;Santo Domingo
2611;Costa Rica;Salitrillos
2612;Costa Rica;Mercedes
2613;Costa Rica;Pocora
2614;Costa Rica;Juntas
2615;Costa Rica;Batan
2616;Costa Rica;Canoas
2617;Costa Rica;La Asuncion
2618;Costa Rica;Orosi
2619;Costa Rica;La Cruz
2620;Costa Rica;Carrillos
2621;Costa Rica;San Marcos
2622;Costa Rica;Upala
2623;Costa Rica;Bagaces
2624;Costa Rica;Jaco
2625;Costa Rica;Tobosi
2626;Costa Rica;San Vito
2627;Costa Rica;Ciudad Cortes
2628;Costa Rica;Parrita
2629;Costa Rica;Zarcero
2630;Costa Rica;Los Chiles
2631;Costa Rica;Sardinal
2632;Costa Rica;San Ignacio
2633;Costa Rica;Fortuna
2634;Costa Rica;Pocosol
2635;Costa Rica;Salitral
2636;Costa Rica;Belen
2637;Croatia;Zagreb - Centar
2638;Croatia;Zagreb
2639;Croatia;Split
2640;Croatia;Rijeka
2641;Croatia;Osijek
2642;Croatia;Zadar
2643;Croatia;Slavonski Brod
2644;Croatia;Pula
2645;Croatia;Sesvete
2646;Croatia;Karlovac
2647;Croatia;Varazdin
2648;Croatia;Sibenik
2649;Croatia;Sisak
2650;Croatia;Velika Gorica
2651;Croatia;Vinkovci
2652;Croatia;Vukovar
2653;Croatia;Dubrovnik
2654;Croatia;Bjelovar
2655;Croatia;Koprivnica
2656;Croatia;Pozega
2657;Croatia;Zapresic
2658;Croatia;Solin
2659;Croatia;Cakovec
2660;Croatia;Virovitica
2661;Croatia;Samobor
2662;Croatia;Kutina
2663;Croatia;Metkovic
2664;Croatia;Petrinja
2665;Croatia;Zupanja
2666;Croatia;Rovinj
2667;Croatia;Makarska
2668;Croatia;Nova Gradiska
2669;Croatia;Krizevci
2670;Croatia;Sinj
2671;Croatia;Knin
2672;Croatia;Slatina
2673;Croatia;Trogir
2674;Croatia;Porec
2675;Croatia;Daruvar
2676;Croatia;Cepin
2677;Croatia;Ogulin
2678;Croatia;Beli Manastir
2679;Croatia;Nasice
2680;Croatia;Valpovo
2681;Croatia;Labin
2682;Croatia;Opatija
2683;Croatia;Umag
2684;Croatia;Podstrana
2685;Croatia;Novska
2686;Croatia;Belisce
2687;Croatia;Visnjevac
2688;Croatia;Crikvenica
2689;Croatia;Tenja
2690;Croatia;Ivankovo
2691;Croatia;Omis
2692;Croatia;Vodice
2693;Croatia;Gospic
2694;Croatia;Ilok
2695;Croatia;Otok
2696;Croatia;Stobrec
2697;Croatia;Pitomaca
2698;Croatia;Senj
2699;Croatia;Ivanec
2700;Croatia;Jastrebarsko
2701;Croatia;Darda
2702;Croatia;Borovo
2703;Croatia;Biograd na Moru
2704;Croatia;Gunja
2705;Croatia;Pazin
2706;Croatia;Malarm
2707;Croatia;Vrbovec
2708;Croatia;Pakrac
2709;Croatia;Krapina
2710;Croatia;Dalj
2711;Croatia;Bosnjaci
2712;Croatia;Delnice
2713;Croatia;Nedelisce
2714;Croatia;Josipovac
2715;Croatia;Otocac
2716;Croatia;Imotski
2717;Croatia;Popovaca
2718;Croatia;Prelog
2719;Croatia;Orahovica
2720;Croatia;Garesnica
2721;Croatia;Cerna
2722;Croatia;Trnovec
2723;Croatia;Lepoglava
2724;Croatia;Bibinje
2725;Croatia;Preko
2726;Croatia;Privlaka
2727;Croatia;Podvinje
2728;Croatia;Pleternica
2729;Croatia;Sracinec
2730;Croatia;Virje
2731;Croatia;Hvar
2732;Croatia;Blato
2733;Croatia;Nustar
2734;Croatia;Matulji
2735;Croatia;Bedekovcina
2736;Croatia;Ludbreg
2737;Cuba;Havana
2738;Cuba;Santiago de Cuba
2739;Cuba;Camaguey
2740;Cuba;Holguin
2741;Cuba;Guantanamo
2742;Cuba;Santa Clara
2743;Cuba;Las Tunas
2744;Cuba;Bayamo
2745;Cuba;Pinar del Rio
2746;Cuba;Cienfuegos
2747;Cuba;Matanzas
2748;Cuba;Ciego de Avila
2749;Cuba;Manzanillo
2750;Cuba;Sancti Spiritus
2751;Cuba;Palma Soriano
2752;Cuba;Cardenas
2753;Cuba;Moa
2754;Cuba;Puerto Padre
2755;Cuba;Contramaestre
2756;Cuba;Guira de Melena
2757;Cuba;Consolacion del Sur
2758;Cuba;Guines
2759;Cuba;Artemisa
2760;Cuba;San Luis
2761;Cuba;Moron
2762;Cuba;Colon
2763;Cuba;Florida
2764;Cuba;Sagua la Grande
2765;Cuba;Trinidad
2766;Cuba;San Cristobal
2767;Cuba;Placetas
2768;Cuba;San Jose de las Lajas
2769;Cuba;Jaguey Grande
2770;Cuba;Nuevitas
2771;Cuba;Banes
2772;Cuba;Corralillo
2773;Cuba;Baracoa
2774;Cuba;Jovellanos
2775;Cuba;Bauta
2776;Cuba;Santo Domingo
2777;Cuba;Cabaiguan
2778;Cuba;Ranchuelo
2779;Cuba;San Antonio de los Banos
2780;Cuba;Yaguajay
2781;Cuba;Manicaragua
2782;Cuba;Jiguani
2783;Cuba;Cifuentes
2784;Cuba;Guaimaro
2785;Cuba;Caibarien
2786;Cuba;Cumanayagua
2787;Cuba;Condado
2788;Cuba;Camajuani
2789;Cuba;Santiago de las Vegas
2790;Cuba;Santa Cruz del Sur
2791;Cuba;Remedios
2792;Cuba;Madruga
2793;Cuba;Union de Reyes
2794;Cuba;Vertientes
2795;Cuba;Mariel
2796;Cuba;Yara
2797;Cuba;Gibara
2798;Cuba;Vinales
2799;Cuba;Pedro Betancourt
2800;Cuba;Cueto
2801;Cuba;Encrucijada
2802;Cuba;Rio Guayabal de Yateras
2803;Cuba;Los Palacios
2804;Cuba;Guanajay
2805;Cuba;Campechuela
2806;Cuba;Cruces
2807;Cuba;Chambas
2808;Cuba;Perico
2809;Cuba;Rio Cauto
2810;Cuba;Aguada de Pasajeros
2811;Cuba;Calimete
2812;Cuba;Palmira
2813;Cuba;Minas
2814;Cuba;Esmeralda
2815;Cuba;Nueva Gerona
2816;Cuba;Jaruco
2817;Cuba;Colombia
2818;Cuba;Varadero
2819;Cuba;Fomento
2820;Cuba;Bahia Honda
2821;Cuba;Jatibonico
2822;Cuba;Rodas
2823;Cuba;Niquero
2824;Cuba;Guisa
2825;Cuba;Santa Cruz del Norte
2826;Cuba;Sagua de Tanamo
2827;Cuba;Bejucal
2828;Cuba;Primero de Enero
2829;Cuba;Jobabo
2830;Cuba;Sibanicu
2831;Cuba;Media Luna
2832;Cuba;Abreus
2833;Cuba;Venezuela
2834;Cuba;Guane
2835;Cuba;Alquizar
2836;Cuba;Baragua
2837;Cyprus;Nicosia
2838;Cyprus;Limassol
2839;Cyprus;Larnaca
2840;Cyprus;Famagusta
2841;Cyprus;Paphos
2842;Cyprus;Kyrenia
2843;Cyprus;Protaras
2844;Cyprus;Morphou
2845;Cyprus;Aradhippou
2846;Cyprus;Paralimni
2847;Cyprus;Lefka
2848;Cyprus;Yeri
2849;Cyprus;Ypsonas
2850;Cyprus;Dhali
2851;Cyprus;Xeri
2852;Cyprus;Livadhia
2853;Cyprus;Dhromolaxia
2854;Cyprus;Lapithos
2855;Cyprus;Rizokarpaso
2856;Cyprus;Dherinia
2857;Cyprus;Emba
2858;Cyprus;Trikomo
2859;Cyprus;Sotira
2860;Cyprus;Athienou
2861;Cyprus;Avgorou
2862;Cyprus;Liopetri
2863;Cyprus;Kolossi
2864;Cyprus;Pano Polemidhia
2865;Cyprus;Khlorakas
2866;Cyprus;Xylotymbou
2867;Cyprus;Phrenaros
2868;Cyprus;Voroklini
2869;Cyprus;Kiti
2870;Cyprus;Kokkini Trimithia
2871;Cyprus;Lefkoniko
2872;Cyprus;Moutayiaka
2873;Cyprus;Ayia Napa
2874;Cyprus;Akaki
2875;Cyprus;Lythrodhondas
2876;Cyprus;Astromeritis
2877;Cyprus;Peyia
2878;Cyprus;Lympia
2879;Cyprus;Ayios Tykhonas
2880;Cyprus;Peristerona
2881;Cyprus;Athna
2882;Cyprus;Pano Dheftera
2883;Cyprus;Polis
2884;Cyprus;Kornos
2885;Cyprus;Perivolia
2886;Cyprus;Akhyritou
2887;Cyprus;Kato Dheftera
2888;Cyprus;Ergates
2889;Cyprus;Tala
2890;Cyprus;Klirou
2891;Cyprus;Leonarisso
2892;Cyprus;Kyperounda
2893;Cyprus;Erimi
2894;Cyprus;Kissonerga
2895;Cyprus;Pyla
2896;Cyprus;Psomolophou
2897;Cyprus;Pyrgos
2898;Cyprus;Parekklisha
2899;Cyprus;Kophinou
2900;Cyprus;Kakopetria
2901;Cyprus;Mesoyi
2902;Cyprus;Meneou
2903;Cyprus;Pelendria
2904;Cyprus;Alambra
2905;Cyprus;Kato Pyrgos
2906;Cyprus;Mosphiloti
2907;Cyprus;Aradhiou
2908;Cyprus;Mammari
2909;Cyprus;Pissouri
2910;Cyprus;Troulli
2911;Cyprus;Psevdhas
2912;Cyprus;Pera
2913;Cyprus;Meniko
2914;Cyprus;Tersephanou
2915;Cyprus;Pakhna
2916;Cyprus;Pano Lefkara
2917;Cyprus;Konia
2918;Cyprus;Timi
2919;Cyprus;Agros
2920;Cyprus;Evrykhou
2921;Cyprus;Argaka
2922;Cyprus;Alethriko
2923;Cyprus;Mazotos
